Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Strandmarken 1,55.94164,12.523551,5999000,Villa,3,1961,høj,"1,45",1221,1.417,110,54536,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/strandmarken-1/
Gl Strandvej 177,55.943212,12.525096,7995000,Villa,5,,høj,"1,63",1339,1.598,153,52254,N/A,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/gl%20strandvej-177/
"Teglgårdsvej 507, 3. th",55.958881,12.522905,1195000,Ejerlejlighed,2,,lav,725,282,602,61,19590,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-507/3-th/
"Teglgårdsvej 347, 2. th",55.95982,12.52736,1450000,Ejerlejlighed,2,,lav,493,401,338,69,21014,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-347/2-th/
Violvej 21,55.957016,12.527828,5895000,Villa,6,1977,mellem,788,234,350,202,29183,B,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/violvej-21/
Linde Alle 10,55.958827,12.53606,17450000,Villa,5,1976,lav,694,274,236,163,107055,A2010,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/linde%20alle-10/
"Teglgårdsvej 387, 1. th",55.960232,12.526166,1550000,Ejerlejlighed,2,,lav,483,490,425,69,22463,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-387/1-th/
Humlebæk Strandvej 43,55.966267,12.538381,5995000,Villa,6,1957,lav,593,555,529,137,43759,E,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/humleb%C3%A6k%20strandvej-43/
"Teglgårdsvej 915, 3. mf",55.955054,12.520693,995000,Ejerlejlighed,1,1971,meget lav,"1,16",175,851,39,25512,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-915/3-mf/
Humlehaven 6,55.962943,12.523267,3295000,Rækkehus,3,1959,lav,442,341,479,63,52301,E,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/humlehaven-6/
"Teglgårdsvej 519, 3. tv",55.95816,12.524645,1750000,Ejerlejlighed,3,,lav,732,296,496,85,20588,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-519/3-tv/
Hans Rostgårdsvej 5,55.965641,12.538741,9495000,Villa,8,1962,lav,589,547,515,211,45000,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/hans%20rostg%C3%A5rdsvej-5/
Humlebæk Strandvej 98,55.957286,12.530138,8200000,Villa,5,1947,mellem,746,143,220,179,45810,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/humleb%C3%A6k%20strandvej-98/
Dageløkkevej 6,55.951878,12.53221,4895000,Villa,2,1877,mellem,"1,35",385,769,53,92358,N/A,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/dagel%C3%B8kkevej-6/
"Teglgårdsvej 311, st. th",55.960906,12.525414,1495000,Ejerlejlighed,2,1965,lav,449,433,478,69,21666,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-311/st-th/
"Teglgårdsvej 553, st. th",55.958189,12.522777,1145000,Ejerlejlighed,1,1969,lav,791,212,614,50,22900,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-553/st-th/
Gl Strandvej 67,55.960051,12.535311,13995000,Villa,8,1897,lav,556,333,234,236,59300,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/gl%20strandvej-67/
"Teglgårdsvej 345, 2. tv",55.959805,12.527666,1545000,Ejerlejlighed,3,,lav,489,385,319,82,18841,N/A,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-345/2-tv/
Gl Strandvej 286,55.945296,12.528128,21800000,Villa,6,2008,høj,"1,92",1100,1.523,218,100000,A2010,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/gl%20strandvej-286/
"Teglgårdsvej 517, 2. tv",55.958065,12.524561,1795000,Ejerlejlighed,3,1969,lav,744,285,503,85,21117,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-517/2-tv/
Torpenvej 27A,55.960173,12.530388,5995000,Villa,5,1897,lav,426,312,197,142,42218,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/torpenvej-27a/
"Teglgårdsvej 433, 1. th",55.958716,12.524862,1550000,Ejerlejlighed,3,1968,lav,671,345,477,75,20666,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-433/1-th/
Skovvej 10,55.951783,12.527113,8975000,Villa,5,1940,mellem,"1,37",419,848,175,51285,C,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/skovvej-10/
Torpenvej 31,55.961654,12.533251,7995000,Villa,7,1910,lav,335,295,253,214,37359,E,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/torpenvej-31/
"Teglgårdsvej 539, 1. th",55.957728,12.524417,1250000,Ejerlejlighed,2,1969,meget lav,781,258,519,61,20491,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-539/1-th/
Torphusene 17,55.966132,12.526047,4195000,Rækkehus,4,2016,lav,343,210,328,111,37792,B,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/torphusene-17/
Gl Strandvej 250B,55.948966,12.530197,15000000,Villa,4,1777,mellem,"1,67",685,1.100,170,88235,B,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/gl%20strandvej-250b/
"Teglgårdsvej 337, st. mf",55.959167,12.528548,925000,Ejerlejlighed,1,,lav,545,297,246,46,20108,D,https://www.dingeo.dk/adresse/3050-humleb%C3%A6k/teglg%C3%A5rdsvej-337/st-mf/
